edge_1,edge_2,length
4,29,11
49,10,14
27,14,16
36,22,12
47,35,5
42,7,8
34,11,11
27,42,12
24,7,3
34,14,4
30,35,14
19,11,15
2,13,14
22,20,21
29,22,13
22,27,17
28,36,10
22,1,18
31,3,19
30,1,11
11,10,7
42,25,12
2,29,10
0,34,3
2,16,9
32,2,20
32,33,22
43,34,19
27,16,15
36,36,8
24,28,13
34,33,11
10,39,13
41,4,11
25,49,19
43,40,19
22,3,16
33,19,8
5,25,16
9,35,10
5,38,27
39,4,14
45,17,11
0,23,3
41,12,13
4,12,3
46,46,12
10,8,1
38,29,4
26,9,16
13,45,7
6,4,15
9,37,5
39,27,13
20,28,13
30,39,10
49,45,11
25,0,33
34,25,11
36,27,6
11,29,10
47,47,13
26,48,23
28,6,10
35,1,10
35,31,5
48,9,13
25,8,16
2,6,9
39,38,22
18,30,12
